Decimal_Value,Bit_9,Bit_8,Bit_7,Bit_6,Bit_5,Bit_4,Bit_3,Bit_2,Bit_1,Bit_0
665,1,0,1,0,0,1,1,0,0,1
319,0,1,0,0,1,1,1,1,1,1
571,1,0,0,0,1,1,1,0,1,1
312,0,1,0,0,1,1,1,0,0,0
963,1,1,1,1,0,0,0,0,1,1
616,1,0,0,1,1,0,1,0,0,0
834,1,1,0,1,0,0,0,0,1,0
315,0,1,0,0,1,1,1,0,1,1
28,0,0,0,0,0,1,1,1,0,0
430,0,1,1,0,1,0,1,1,1,0
833,1,1,0,1,0,0,0,0,0,1
42,0,0,0,0,1,0,1,0,1,0
338,0,1,0,1,0,1,0,0,1,0
29,0,0,0,0,0,1,1,1,0,1
43,0,0,0,0,1,0,1,0,1,1
981,1,1,1,1,0,1,0,1,0,1
747,1,0,1,1,1,0,1,0,1,1
418,0,1,1,0,1,0,0,0,1,0
376,0,1,0,1,1,1,1,0,0,0
141,0,0,1,0,0,0,1,1,0,1
202,0,0,1,1,0,0,1,0,1,0
584,1,0,0,1,0,0,1,0,0,0
900,1,1,1,0,0,0,0,1,0,0
260,0,1,0,0,0,0,0,1,0,0
3,0,0,0,0,0,0,0,0,1,1
876,1,1,0,1,1,0,1,1,0,0
404,0,1,1,0,0,1,0,1,0,0
544,1,0,0,0,1,0,0,0,0,0
439,0,1,1,0,1,1,0,1,1,1
998,1,1,1,1,1,0,0,1,1,0
793,1,1,0,0,0,1,1,0,0,1
400,0,1,1,0,0,1,0,0,0,0
973,1,1,1,1,0,0,1,1,0,1
661,1,0,1,0,0,1,0,1,0,1
813,1,1,0,0,1,0,1,1,0,1
365,0,1,0,1,1,0,1,1,0,1
368,0,1,0,1,1,1,0,0,0,0
787,1,1,0,0,0,1,0,0,1,1
323,0,1,0,1,0,0,0,0,1,1
830,1,1,0,0,1,1,1,1,1,0
242,0,0,1,1,1,1,0,0,1,0
505,0,1,1,1,1,1,1,0,0,1
491,0,1,1,1,1,0,1,0,1,1
738,1,0,1,1,1,0,0,0,1,0
603,1,0,0,1,0,1,1,0,1,1
176,0,0,1,0,1,1,0,0,0,0
829,1,1,0,0,1,1,1,1,0,1
710,1,0,1,1,0,0,0,1,1,0
287,0,1,0,0,0,1,1,1,1,1
728,1,0,1,1,0,1,1,0,0,0
754,1,0,1,1,1,1,0,0,1,0
944,1,1,1,0,1,1,0,0,0,0
641,1,0,1,0,0,0,0,0,0,1
33,0,0,0,0,1,0,0,0,0,1
358,0,1,0,1,1,0,0,1,1,0
953,1,1,1,0,1,1,1,0,0,1
290,0,1,0,0,1,0,0,0,1,0
262,0,1,0,0,0,0,0,1,1,0
203,0,0,1,1,0,0,1,0,1,1
259,0,1,0,0,0,0,0,0,1,1
885,1,1,0,1,1,1,0,1,0,1
156,0,0,1,0,0,1,1,1,0,0
257,0,1,0,0,0,0,0,0,0,1
809,1,1,0,0,1,0,1,0,0,1
967,1,1,1,1,0,0,0,1,1,1
899,1,1,1,0,0,0,0,0,1,1
990,1,1,1,1,0,1,1,1,1,0
318,0,1,0,0,1,1,1,1,1,0
955,1,1,1,0,1,1,1,0,1,1
750,1,0,1,1,1,0,1,1,1,0
280,0,1,0,0,0,1,1,0,0,0
778,1,1,0,0,0,0,1,0,1,0
35,0,0,0,0,1,0,0,0,1,1
787,1,1,0,0,0,1,0,0,1,1
603,1,0,0,1,0,1,1,0,1,1
766,1,0,1,1,1,1,1,1,1,0
303,0,1,0,0,1,0,1,1,1,1
699,1,0,1,0,1,1,1,0,1,1
851,1,1,0,1,0,1,0,0,1,1
477,0,1,1,1,0,1,1,1,0,1
355,0,1,0,1,1,0,0,0,1,1
895,1,1,0,1,1,1,1,1,1,1
480,0,1,1,1,1,0,0,0,0,0
301,0,1,0,0,1,0,1,1,0,1
217,0,0,1,1,0,1,1,0,0,1
5,0,0,0,0,0,0,0,1,0,1
809,1,1,0,0,1,0,1,0,0,1
839,1,1,0,1,0,0,0,1,1,1
156,0,0,1,0,0,1,1,1,0,0
71,0,0,0,1,0,0,0,1,1,1
466,0,1,1,1,0,1,0,0,1,0
746,1,0,1,1,1,0,1,0,1,0
502,0,1,1,1,1,1,0,1,1,0
885,1,1,0,1,1,1,0,1,0,1
259,0,1,0,0,0,0,0,0,1,1
44,0,0,0,0,1,0,1,1,0,0
795,1,1,0,0,0,1,1,0,1,1
193,0,0,1,1,0,0,0,0,0,1
910,1,1,1,0,0,0,1,1,1,0
516,1,0,0,0,0,0,0,1,0,0
740,1,0,1,1,1,0,0,1,0,0
881,1,1,0,1,1,1,0,0,0,1
297,0,1,0,0,1,0,1,0,0,1
796,1,1,0,0,0,1,1,1,0,0
659,1,0,1,0,0,1,0,0,1,1
329,0,1,0,1,0,0,1,0,0,1
718,1,0,1,1,0,0,1,1,1,0
12,0,0,0,0,0,0,1,1,0,0
380,0,1,0,1,1,1,1,1,0,0
705,1,0,1,1,0,0,0,0,0,1
82,0,0,0,1,0,1,0,0,1,0
380,0,1,0,1,1,1,1,1,0,0
486,0,1,1,1,1,0,0,1,1,0
918,1,1,1,0,0,1,0,1,1,0
885,1,1,0,1,1,1,0,1,0,1
927,1,1,1,0,0,1,1,1,1,1
910,1,1,1,0,0,0,1,1,1,0
651,1,0,1,0,0,0,1,0,1,1
958,1,1,1,0,1,1,1,1,1,0
296,0,1,0,0,1,0,1,0,0,0
617,1,0,0,1,1,0,1,0,0,1
853,1,1,0,1,0,1,0,1,0,1
421,0,1,1,0,1,0,0,1,0,1
665,1,0,1,0,0,1,1,0,0,1
933,1,1,1,0,1,0,0,1,0,1
306,0,1,0,0,1,1,0,0,1,0
693,1,0,1,0,1,1,0,1,0,1
849,1,1,0,1,0,1,0,0,0,1
265,0,1,0,0,0,0,1,0,0,1
54,0,0,0,0,1,1,0,1,1,0
745,1,0,1,1,1,0,1,0,0,1
316,0,1,0,0,1,1,1,1,0,0
338,0,1,0,1,0,1,0,0,1,0
608,1,0,0,1,1,0,0,0,0,0
454,0,1,1,1,0,0,0,1,1,0
454,0,1,1,1,0,0,0,1,1,0
363,0,1,0,1,1,0,1,0,1,1
288,0,1,0,0,1,0,0,0,0,0
364,0,1,0,1,1,0,1,1,0,0
414,0,1,1,0,0,1,1,1,1,0
972,1,1,1,1,0,0,1,1,0,0
770,1,1,0,0,0,0,0,0,1,0
111,0,0,0,1,1,0,1,1,1,1
772,1,1,0,0,0,0,0,1,0,0
890,1,1,0,1,1,1,1,0,1,0
479,0,1,1,1,0,1,1,1,1,1
467,0,1,1,1,0,1,0,0,1,1
518,1,0,0,0,0,0,0,1,1,0
805,1,1,0,0,1,0,0,1,0,1
963,1,1,1,1,0,0,0,0,1,1
286,0,1,0,0,0,1,1,1,1,0
926,1,1,1,0,0,1,1,1,1,0
927,1,1,1,0,0,1,1,1,1,1
70,0,0,0,1,0,0,0,1,1,0
542,1,0,0,0,0,1,1,1,1,0
737,1,0,1,1,1,0,0,0,0,1
212,0,0,1,1,0,1,0,1,0,0
65,0,0,0,1,0,0,0,0,0,1
694,1,0,1,0,1,1,0,1,1,0
476,0,1,1,1,0,1,1,1,0,0
188,0,0,1,0,1,1,1,1,0,0
67,0,0,0,1,0,0,0,0,1,1
953,1,1,1,0,1,1,1,0,0,1
142,0,0,1,0,0,0,1,1,1,0
573,1,0,0,0,1,1,1,1,0,1
449,0,1,1,1,0,0,0,0,0,1
46,0,0,0,0,1,0,1,1,1,0
525,1,0,0,0,0,0,1,1,0,1
498,0,1,1,1,1,1,0,0,1,0
742,1,0,1,1,1,0,0,1,1,0
44,0,0,0,0,1,0,1,1,0,0
650,1,0,1,0,0,0,1,0,1,0
765,1,0,1,1,1,1,1,1,0,1
787,1,1,0,0,0,1,0,0,1,1
488,0,1,1,1,1,0,1,0,0,0
453,0,1,1,1,0,0,0,1,0,1
937,1,1,1,0,1,0,1,0,0,1
874,1,1,0,1,1,0,1,0,1,0
360,0,1,0,1,1,0,1,0,0,0
27,0,0,0,0,0,1,1,0,1,1
990,1,1,1,1,0,1,1,1,1,0
66,0,0,0,1,0,0,0,0,1,0
707,1,0,1,1,0,0,0,0,1,1
175,0,0,1,0,1,0,1,1,1,1
688,1,0,1,0,1,1,0,0,0,0
667,1,0,1,0,0,1,1,0,1,1
1013,1,1,1,1,1,1,0,1,0,1
918,1,1,1,0,0,1,0,1,1,0
428,0,1,1,0,1,0,1,1,0,0
494,0,1,1,1,1,0,1,1,1,0
878,1,1,0,1,1,0,1,1,1,0
829,1,1,0,0,1,1,1,1,0,1
203,0,0,1,1,0,0,1,0,1,1
187,0,0,1,0,1,1,1,0,1,1
1022,1,1,1,1,1,1,1,1,1,0
941,1,1,1,0,1,0,1,1,0,1
242,0,0,1,1,1,1,0,0,1,0
298,0,1,0,0,1,0,1,0,1,0
482,0,1,1,1,1,0,0,0,1,0
421,0,1,1,0,1,0,0,1,0,1
557,1,0,0,0,1,0,1,1,0,1
5,0,0,0,0,0,0,0,1,0,1
868,1,1,0,1,1,0,0,1,0,0
140,0,0,1,0,0,0,1,1,0,0
589,1,0,0,1,0,0,1,1,0,1
103,0,0,0,1,1,0,0,1,1,1
392,0,1,1,0,0,0,1,0,0,0
372,0,1,0,1,1,1,0,1,0,0
285,0,1,0,0,0,1,1,1,0,1
168,0,0,1,0,1,0,1,0,0,0
184,0,0,1,0,1,1,1,0,0,0
638,1,0,0,1,1,1,1,1,1,0
557,1,0,0,0,1,0,1,1,0,1
139,0,0,1,0,0,0,1,0,1,1
207,0,0,1,1,0,0,1,1,1,1
717,1,0,1,1,0,0,1,1,0,1
645,1,0,1,0,0,0,0,1,0,1
962,1,1,1,1,0,0,0,0,1,0
781,1,1,0,0,0,0,1,1,0,1
845,1,1,0,1,0,0,1,1,0,1
536,1,0,0,0,0,1,1,0,0,0
654,1,0,1,0,0,0,1,1,1,0
828,1,1,0,0,1,1,1,1,0,0
408,0,1,1,0,0,1,1,0,0,0
1010,1,1,1,1,1,1,0,0,1,0
665,1,0,1,0,0,1,1,0,0,1
421,0,1,1,0,1,0,0,1,0,1
860,1,1,0,1,0,1,1,1,0,0
789,1,1,0,0,0,1,0,1,0,1
795,1,1,0,0,0,1,1,0,1,1
642,1,0,1,0,0,0,0,0,1,0
243,0,0,1,1,1,1,0,0,1,1
895,1,1,0,1,1,1,1,1,1,1
13,0,0,0,0,0,0,1,1,0,1
505,0,1,1,1,1,1,1,0,0,1
341,0,1,0,1,0,1,0,1,0,1
788,1,1,0,0,0,1,0,1,0,0
153,0,0,1,0,0,1,1,0,0,1
797,1,1,0,0,0,1,1,1,0,1
299,0,1,0,0,1,0,1,0,1,1
379,0,1,0,1,1,1,1,0,1,1
10,0,0,0,0,0,0,1,0,1,0
901,1,1,1,0,0,0,0,1,0,1
554,1,0,0,0,1,0,1,0,1,0
257,0,1,0,0,0,0,0,0,0,1
564,1,0,0,0,1,1,0,1,0,0
218,0,0,1,1,0,1,1,0,1,0
82,0,0,0,1,0,1,0,0,1,0
771,1,1,0,0,0,0,0,0,1,1
405,0,1,1,0,0,1,0,1,0,1
921,1,1,1,0,0,1,1,0,0,1
977,1,1,1,1,0,1,0,0,0,1
51,0,0,0,0,1,1,0,0,1,1
661,1,0,1,0,0,1,0,1,0,1
246,0,0,1,1,1,1,0,1,1,0
894,1,1,0,1,1,1,1,1,1,0
541,1,0,0,0,0,1,1,1,0,1
804,1,1,0,0,1,0,0,1,0,0
513,1,0,0,0,0,0,0,0,0,1
944,1,1,1,0,1,1,0,0,0,0
365,0,1,0,1,1,0,1,1,0,1
789,1,1,0,0,0,1,0,1,0,1
167,0,0,1,0,1,0,0,1,1,1
382,0,1,0,1,1,1,1,1,1,0
741,1,0,1,1,1,0,0,1,0,1
530,1,0,0,0,0,1,0,0,1,0
100,0,0,0,1,1,0,0,1,0,0
7,0,0,0,0,0,0,0,1,1,1
174,0,0,1,0,1,0,1,1,1,0
515,1,0,0,0,0,0,0,0,1,1
533,1,0,0,0,0,1,0,1,0,1
346,0,1,0,1,0,1,1,0,1,0
206,0,0,1,1,0,0,1,1,1,0
45,0,0,0,0,1,0,1,1,0,1
296,0,1,0,0,1,0,1,0,0,0
856,1,1,0,1,0,1,1,0,0,0
196,0,0,1,1,0,0,0,1,0,0
984,1,1,1,1,0,1,1,0,0,0
744,1,0,1,1,1,0,1,0,0,0
958,1,1,1,0,1,1,1,1,1,0
81,0,0,0,1,0,1,0,0,0,1
648,1,0,1,0,0,0,1,0,0,0
678,1,0,1,0,1,0,0,1,1,0
555,1,0,0,0,1,0,1,0,1,1
261,0,1,0,0,0,0,0,1,0,1
698,1,0,1,0,1,1,1,0,1,0
972,1,1,1,1,0,0,1,1,0,0
192,0,0,1,1,0,0,0,0,0,0
905,1,1,1,0,0,0,1,0,0,1
426,0,1,1,0,1,0,1,0,1,0
917,1,1,1,0,0,1,0,1,0,1
489,0,1,1,1,1,0,1,0,0,1
77,0,0,0,1,0,0,1,1,0,1
91,0,0,0,1,0,1,1,0,1,1
928,1,1,1,0,1,0,0,0,0,0
477,0,1,1,1,0,1,1,1,0,1
282,0,1,0,0,0,1,1,0,1,0
458,0,1,1,1,0,0,1,0,1,0
874,1,1,0,1,1,0,1,0,1,0
960,1,1,1,1,0,0,0,0,0,0
482,0,1,1,1,1,0,0,0,1,0
538,1,0,0,0,0,1,1,0,1,0
74,0,0,0,1,0,0,1,0,1,0
22,0,0,0,0,0,1,0,1,1,0
692,1,0,1,0,1,1,0,1,0,0
119,0,0,0,1,1,1,0,1,1,1
806,1,1,0,0,1,0,0,1,1,0
583,1,0,0,1,0,0,0,1,1,1
753,1,0,1,1,1,1,0,0,0,1
718,1,0,1,1,0,0,1,1,1,0
78,0,0,0,1,0,0,1,1,1,0
813,1,1,0,0,1,0,1,1,0,1
79,0,0,0,1,0,0,1,1,1,1
108,0,0,0,1,1,0,1,1,0,0
899,1,1,1,0,0,0,0,0,1,1
549,1,0,0,0,1,0,0,1,0,1
252,0,0,1,1,1,1,1,1,0,0
672,1,0,1,0,1,0,0,0,0,0
930,1,1,1,0,1,0,0,0,1,0
831,1,1,0,0,1,1,1,1,1,1
487,0,1,1,1,1,0,0,1,1,1
9,0,0,0,0,0,0,1,0,0,1
380,0,1,0,1,1,1,1,1,0,0
957,1,1,1,0,1,1,1,1,0,1
710,1,0,1,1,0,0,0,1,1,0
215,0,0,1,1,0,1,0,1,1,1
723,1,0,1,1,0,1,0,0,1,1
69,0,0,0,1,0,0,0,1,0,1
689,1,0,1,0,1,1,0,0,0,1
629,1,0,0,1,1,1,0,1,0,1
570,1,0,0,0,1,1,1,0,1,0
210,0,0,1,1,0,1,0,0,1,0
257,0,1,0,0,0,0,0,0,0,1
637,1,0,0,1,1,1,1,1,0,1
770,1,1,0,0,0,0,0,0,1,0
367,0,1,0,1,1,0,1,1,1,1
369,0,1,0,1,1,1,0,0,0,1
937,1,1,1,0,1,0,1,0,0,1
706,1,0,1,1,0,0,0,0,1,0
164,0,0,1,0,1,0,0,1,0,0
533,1,0,0,0,0,1,0,1,0,1
360,0,1,0,1,1,0,1,0,0,0
129,0,0,1,0,0,0,0,0,0,1
643,1,0,1,0,0,0,0,0,1,1
862,1,1,0,1,0,1,1,1,1,0
802,1,1,0,0,1,0,0,0,1,0
981,1,1,1,1,0,1,0,1,0,1
443,0,1,1,0,1,1,1,0,1,1
29,0,0,0,0,0,1,1,1,0,1
146,0,0,1,0,0,1,0,0,1,0
484,0,1,1,1,1,0,0,1,0,0
884,1,1,0,1,1,1,0,1,0,0
497,0,1,1,1,1,1,0,0,0,1
207,0,0,1,1,0,0,1,1,1,1
145,0,0,1,0,0,1,0,0,0,1
740,1,0,1,1,1,0,0,1,0,0
71,0,0,0,1,0,0,0,1,1,1
492,0,1,1,1,1,0,1,1,0,0
661,1,0,1,0,0,1,0,1,0,1
23,0,0,0,0,0,1,0,1,1,1
381,0,1,0,1,1,1,1,1,0,1
575,1,0,0,0,1,1,1,1,1,1
249,0,0,1,1,1,1,1,0,0,1
457,0,1,1,1,0,0,1,0,0,1
215,0,0,1,1,0,1,0,1,1,1
743,1,0,1,1,1,0,0,1,1,1
959,1,1,1,0,1,1,1,1,1,1
15,0,0,0,0,0,0,1,1,1,1
847,1,1,0,1,0,0,1,1,1,1
950,1,1,1,0,1,1,0,1,1,0
1014,1,1,1,1,1,1,0,1,1,0
364,0,1,0,1,1,0,1,1,0,0
130,0,0,1,0,0,0,0,0,1,0
513,1,0,0,0,0,0,0,0,0,1
327,0,1,0,1,0,0,0,1,1,1
559,1,0,0,0,1,0,1,1,1,1
728,1,0,1,1,0,1,1,0,0,0
557,1,0,0,0,1,0,1,1,0,1
691,1,0,1,0,1,1,0,0,1,1
480,0,1,1,1,1,0,0,0,0,0
373,0,1,0,1,1,1,0,1,0,1
758,1,0,1,1,1,1,0,1,1,0
983,1,1,1,1,0,1,0,1,1,1
391,0,1,1,0,0,0,0,1,1,1
759,1,0,1,1,1,1,0,1,1,1
238,0,0,1,1,1,0,1,1,1,0
809,1,1,0,0,1,0,1,0,0,1
893,1,1,0,1,1,1,1,1,0,1
760,1,0,1,1,1,1,1,0,0,0
738,1,0,1,1,1,0,0,0,1,0
611,1,0,0,1,1,0,0,0,1,1
191,0,0,1,0,1,1,1,1,1,1
425,0,1,1,0,1,0,1,0,0,1
907,1,1,1,0,0,0,1,0,1,1
339,0,1,0,1,0,1,0,0,1,1
461,0,1,1,1,0,0,1,1,0,1
451,0,1,1,1,0,0,0,0,1,1
439,0,1,1,0,1,1,0,1,1,1
227,0,0,1,1,1,0,0,0,1,1
954,1,1,1,0,1,1,1,0,1,0
49,0,0,0,0,1,1,0,0,0,1
718,1,0,1,1,0,0,1,1,1,0
213,0,0,1,1,0,1,0,1,0,1
520,1,0,0,0,0,0,1,0,0,0
140,0,0,1,0,0,0,1,1,0,0
919,1,1,1,0,0,1,0,1,1,1
427,0,1,1,0,1,0,1,0,1,1
924,1,1,1,0,0,1,1,1,0,0
750,1,0,1,1,1,0,1,1,1,0
170,0,0,1,0,1,0,1,0,1,0
133,0,0,1,0,0,0,0,1,0,1
956,1,1,1,0,1,1,1,1,0,0
898,1,1,1,0,0,0,0,0,1,0
278,0,1,0,0,0,1,0,1,1,0
95,0,0,0,1,0,1,1,1,1,1
410,0,1,1,0,0,1,1,0,1,0
373,0,1,0,1,1,1,0,1,0,1
708,1,0,1,1,0,0,0,1,0,0
720,1,0,1,1,0,1,0,0,0,0
811,1,1,0,0,1,0,1,0,1,1
527,1,0,0,0,0,0,1,1,1,1
941,1,1,1,0,1,0,1,1,0,1
333,0,1,0,1,0,0,1,1,0,1
339,0,1,0,1,0,1,0,0,1,1
34,0,0,0,0,1,0,0,0,1,0
1017,1,1,1,1,1,1,1,0,0,1
172,0,0,1,0,1,0,1,1,0,0
903,1,1,1,0,0,0,0,1,1,1
714,1,0,1,1,0,0,1,0,1,0
321,0,1,0,1,0,0,0,0,0,1
344,0,1,0,1,0,1,1,0,0,0
820,1,1,0,0,1,1,0,1,0,0
488,0,1,1,1,1,0,1,0,0,0
605,1,0,0,1,0,1,1,1,0,1
938,1,1,1,0,1,0,1,0,1,0
545,1,0,0,0,1,0,0,0,0,1
66,0,0,0,1,0,0,0,0,1,0
469,0,1,1,1,0,1,0,1,0,1
256,0,1,0,0,0,0,0,0,0,0
598,1,0,0,1,0,1,0,1,1,0
534,1,0,0,0,0,1,0,1,1,0
80,0,0,0,1,0,1,0,0,0,0
871,1,1,0,1,1,0,0,1,1,1
603,1,0,0,1,0,1,1,0,1,1
216,0,0,1,1,0,1,1,0,0,0
103,0,0,0,1,1,0,0,1,1,1
140,0,0,1,0,0,0,1,1,0,0
70,0,0,0,1,0,0,0,1,1,0
1014,1,1,1,1,1,1,0,1,1,0
123,0,0,0,1,1,1,1,0,1,1
480,0,1,1,1,1,0,0,0,0,0
791,1,1,0,0,0,1,0,1,1,1
733,1,0,1,1,0,1,1,1,0,1
618,1,0,0,1,1,0,1,0,1,0
525,1,0,0,0,0,0,1,1,0,1
1006,1,1,1,1,1,0,1,1,1,0
936,1,1,1,0,1,0,1,0,0,0
542,1,0,0,0,0,1,1,1,1,0
750,1,0,1,1,1,0,1,1,1,0
824,1,1,0,0,1,1,1,0,0,0
655,1,0,1,0,0,0,1,1,1,1
358,0,1,0,1,1,0,0,1,1,0
60,0,0,0,0,1,1,1,1,0,0
313,0,1,0,0,1,1,1,0,0,1
697,1,0,1,0,1,1,1,0,0,1
388,0,1,1,0,0,0,0,1,0,0
972,1,1,1,1,0,0,1,1,0,0
122,0,0,0,1,1,1,1,0,1,0
11,0,0,0,0,0,0,1,0,1,1
241,0,0,1,1,1,1,0,0,0,1
335,0,1,0,1,0,0,1,1,1,1
643,1,0,1,0,0,0,0,0,1,1
221,0,0,1,1,0,1,1,1,0,1
17,0,0,0,0,0,1,0,0,0,1
1010,1,1,1,1,1,1,0,0,1,0
300,0,1,0,0,1,0,1,1,0,0
457,0,1,1,1,0,0,1,0,0,1
697,1,0,1,0,1,1,1,0,0,1
889,1,1,0,1,1,1,1,0,0,1
70,0,0,0,1,0,0,0,1,1,0
410,0,1,1,0,0,1,1,0,1,0
153,0,0,1,0,0,1,1,0,0,1
789,1,1,0,0,0,1,0,1,0,1
218,0,0,1,1,0,1,1,0,1,0
385,0,1,1,0,0,0,0,0,0,1
840,1,1,0,1,0,0,1,0,0,0
67,0,0,0,1,0,0,0,0,1,1
123,0,0,0,1,1,1,1,0,1,1
243,0,0,1,1,1,1,0,0,1,1
908,1,1,1,0,0,0,1,1,0,0
710,1,0,1,1,0,0,0,1,1,0
933,1,1,1,0,1,0,0,1,0,1
140,0,0,1,0,0,0,1,1,0,0
445,0,1,1,0,1,1,1,1,0,1
611,1,0,0,1,1,0,0,0,1,1
335,0,1,0,1,0,0,1,1,1,1
841,1,1,0,1,0,0,1,0,0,1
890,1,1,0,1,1,1,1,0,1,0
559,1,0,0,0,1,0,1,1,1,1
640,1,0,1,0,0,0,0,0,0,0
647,1,0,1,0,0,0,0,1,1,1
89,0,0,0,1,0,1,1,0,0,1
771,1,1,0,0,0,0,0,0,1,1
662,1,0,1,0,0,1,0,1,1,0
989,1,1,1,1,0,1,1,1,0,1
448,0,1,1,1,0,0,0,0,0,0
649,1,0,1,0,0,0,1,0,0,1
933,1,1,1,0,1,0,0,1,0,1
504,0,1,1,1,1,1,1,0,0,0
657,1,0,1,0,0,1,0,0,0,1
267,0,1,0,0,0,0,1,0,1,1
193,0,0,1,1,0,0,0,0,0,1
148,0,0,1,0,0,1,0,1,0,0
494,0,1,1,1,1,0,1,1,1,0
444,0,1,1,0,1,1,1,1,0,0
395,0,1,1,0,0,0,1,0,1,1
159,0,0,1,0,0,1,1,1,1,1
477,0,1,1,1,0,1,1,1,0,1
780,1,1,0,0,0,0,1,1,0,0
777,1,1,0,0,0,0,1,0,0,1
965,1,1,1,1,0,0,0,1,0,1
193,0,0,1,1,0,0,0,0,0,1
916,1,1,1,0,0,1,0,1,0,0
481,0,1,1,1,1,0,0,0,0,1
116,0,0,0,1,1,1,0,1,0,0
412,0,1,1,0,0,1,1,1,0,0
458,0,1,1,1,0,0,1,0,1,0
637,1,0,0,1,1,1,1,1,0,1
882,1,1,0,1,1,1,0,0,1,0
695,1,0,1,0,1,1,0,1,1,1
646,1,0,1,0,0,0,0,1,1,0
740,1,0,1,1,1,0,0,1,0,0
748,1,0,1,1,1,0,1,1,0,0
133,0,0,1,0,0,0,0,1,0,1
430,0,1,1,0,1,0,1,1,1,0
764,1,0,1,1,1,1,1,1,0,0
332,0,1,0,1,0,0,1,1,0,0
181,0,0,1,0,1,1,0,1,0,1
729,1,0,1,1,0,1,1,0,0,1
894,1,1,0,1,1,1,1,1,1,0
399,0,1,1,0,0,0,1,1,1,1
48,0,0,0,0,1,1,0,0,0,0
398,0,1,1,0,0,0,1,1,1,0
740,1,0,1,1,1,0,0,1,0,0
19,0,0,0,0,0,1,0,0,1,1
866,1,1,0,1,1,0,0,0,1,0
577,1,0,0,1,0,0,0,0,0,1
739,1,0,1,1,1,0,0,0,1,1
223,0,0,1,1,0,1,1,1,1,1
825,1,1,0,0,1,1,1,0,0,1
509,0,1,1,1,1,1,1,1,0,1
406,0,1,1,0,0,1,0,1,1,0
65,0,0,0,1,0,0,0,0,0,1
602,1,0,0,1,0,1,1,0,1,0
428,0,1,1,0,1,0,1,1,0,0
304,0,1,0,0,1,1,0,0,0,0
787,1,1,0,0,0,1,0,0,1,1
157,0,0,1,0,0,1,1,1,0,1
614,1,0,0,1,1,0,0,1,1,0
667,1,0,1,0,0,1,1,0,1,1
729,1,0,1,1,0,1,1,0,0,1
628,1,0,0,1,1,1,0,1,0,0
464,0,1,1,1,0,1,0,0,0,0
175,0,0,1,0,1,0,1,1,1,1
58,0,0,0,0,1,1,1,0,1,0
1000,1,1,1,1,1,0,1,0,0,0
24,0,0,0,0,0,1,1,0,0,0
816,1,1,0,0,1,1,0,0,0,0
785,1,1,0,0,0,1,0,0,0,1
275,0,1,0,0,0,1,0,0,1,1
696,1,0,1,0,1,1,1,0,0,0
12,0,0,0,0,0,0,1,1,0,0
216,0,0,1,1,0,1,1,0,0,0
339,0,1,0,1,0,1,0,0,1,1
767,1,0,1,1,1,1,1,1,1,1
591,1,0,0,1,0,0,1,1,1,1
859,1,1,0,1,0,1,1,0,1,1
360,0,1,0,1,1,0,1,0,0,0
885,1,1,0,1,1,1,0,1,0,1
686,1,0,1,0,1,0,1,1,1,0
128,0,0,1,0,0,0,0,0,0,0
108,0,0,0,1,1,0,1,1,0,0
345,0,1,0,1,0,1,1,0,0,1
593,1,0,0,1,0,1,0,0,0,1
367,0,1,0,1,1,0,1,1,1,1
100,0,0,0,1,1,0,0,1,0,0
702,1,0,1,0,1,1,1,1,1,0
181,0,0,1,0,1,1,0,1,0,1
681,1,0,1,0,1,0,1,0,0,1
386,0,1,1,0,0,0,0,0,1,0
558,1,0,0,0,1,0,1,1,1,0
675,1,0,1,0,1,0,0,0,1,1
508,0,1,1,1,1,1,1,1,0,0
574,1,0,0,0,1,1,1,1,1,0
703,1,0,1,0,1,1,1,1,1,1
320,0,1,0,1,0,0,0,0,0,0
712,1,0,1,1,0,0,1,0,0,0
47,0,0,0,0,1,0,1,1,1,1
498,0,1,1,1,1,1,0,0,1,0
465,0,1,1,1,0,1,0,0,0,1
496,0,1,1,1,1,1,0,0,0,0
398,0,1,1,0,0,0,1,1,1,0
70,0,0,0,1,0,0,0,1,1,0
995,1,1,1,1,1,0,0,0,1,1
771,1,1,0,0,0,0,0,0,1,1
291,0,1,0,0,1,0,0,0,1,1
886,1,1,0,1,1,1,0,1,1,0
95,0,0,0,1,0,1,1,1,1,1
475,0,1,1,1,0,1,1,0,1,1
497,0,1,1,1,1,1,0,0,0,1
883,1,1,0,1,1,1,0,0,1,1
557,1,0,0,0,1,0,1,1,0,1
447,0,1,1,0,1,1,1,1,1,1
820,1,1,0,0,1,1,0,1,0,0
452,0,1,1,1,0,0,0,1,0,0
618,1,0,0,1,1,0,1,0,1,0
766,1,0,1,1,1,1,1,1,1,0
403,0,1,1,0,0,1,0,0,1,1
720,1,0,1,1,0,1,0,0,0,0
234,0,0,1,1,1,0,1,0,1,0
686,1,0,1,0,1,0,1,1,1,0
45,0,0,0,0,1,0,1,1,0,1
69,0,0,0,1,0,0,0,1,0,1
709,1,0,1,1,0,0,0,1,0,1
972,1,1,1,1,0,0,1,1,0,0
807,1,1,0,0,1,0,0,1,1,1
358,0,1,0,1,1,0,0,1,1,0
581,1,0,0,1,0,0,0,1,0,1
822,1,1,0,0,1,1,0,1,1,0
583,1,0,0,1,0,0,0,1,1,1
223,0,0,1,1,0,1,1,1,1,1
391,0,1,1,0,0,0,0,1,1,1
